"","beg","end","IBI","len","durn","mean.isis","SI"
"237",7565,7582,0.0786000000000016,18,0.0238999999999976,0.00132777777777764,1
"238",7583,7595,0.0707999999999984,13,0.0176000000000016,0.00135384615384628,1
"239",7596,7638,0.316200000000002,43,0.0296999999999983,0.000690697674418565,1
"240",7639,7641,0.0396000000000001,3,0.00189999999999912,0.000633333333333042,1
"241",7642,7667,0.305500000000002,26,0.0197999999999965,0.000761538461538326,1
"242",7668,7687,0.183100000000003,20,0.0152000000000001,0.000760000000000005,1
"243",7688,7758,0.338900000000002,71,0.0351999999999961,0.000495774647887269,1
"244",7759,7778,0.218699999999998,20,0.0154000000000067,0.000770000000000337,1
"245",7779,7798,0.1877,20,0.018899999999995,0.000944999999999752,1
"246",7799,7825,0.250300000000003,27,0.0176000000000016,0.000651851851851912,1
"247",7826,7869,0.0381,44,0.0302999999999969,0.000688636363636293,1
"248",7870,7881,0.119500000000002,12,0.0168999999999997,0.00140833333333331,1
"249",7882,7907,0.138599999999997,26,0.0313000000000017,0.00120384615384622,1
"250",7908,7925,0.138600000000004,18,0.018899999999995,0.00104999999999972,1
"251",7926,7960,0.389800000000001,35,0.0298000000000016,0.000851428571428617,1
"252",7961,7980,0.305599999999998,20,0.0146000000000015,0.000730000000000075,1
"253",7981,8037,0.448099999999997,57,0.044700000000006,0.000784210526315894,1
"254",8038,8046,0.106899999999996,9,0.0127999999999986,0.00142222222222207,1
"255",8047,8072,0.275200000000005,26,0.0267999999999944,0.00103076923076901,1
"256",8073,8076,0.0500000000000043,4,0.00369999999999493,0.000924999999998732,1
"257",8077,8094,0.146900000000002,18,0.0223000000000013,0.00123888888888896,1
"258",8095,8116,0.215899999999998,22,0.0162000000000049,0.000736363636363858,1
"259",8117,8141,0.286199999999994,25,0.0135000000000005,0.00054000000000002,1
"260",8143,8165,0.4953,23,0.0163000000000011,0.000708695652173961,1
"261",8166,8231,0.0622000000000043,66,0.0340999999999951,0.000516666666666593,1
"262",8232,8283,0.467200000000005,52,0.0386000000000024,0.000742307692307739,1
"263",8284,8292,0.0823999999999927,9,0.0105999999999966,0.0011777777777774,1
"264",8293,8312,0.239000000000004,20,0.027000000000001,0.00135000000000005,1
"265",8313,8352,0.290599999999998,40,0.0257000000000005,0.000642500000000013,1
"266",8353,8357,0.0262000000000029,5,0.0046999999999997,0.000939999999999941,1
"267",8358,8377,0.182500000000005,20,0.0207999999999942,0.00103999999999971,1
"268",8378,8430,0.582599999999999,53,0.0525999999999982,0.000992452830188645,1
"269",8431,8451,0.314700000000002,21,0.0176000000000016,0.000838095238095315,1
"270",8452,8456,0.0341999999999985,5,0.00310000000000343,0.000620000000000687,1
"271",8457,8494,0.430399999999992,38,0.0335000000000036,0.000881578947368517,1
"272",8495,8512,0.0297999999999945,18,0.0249000000000024,0.00138333333333346,1
"273",8513,8525,0.020700000000005,13,0.0186000000000064,0.00143076923076972,1
"274",8526,8550,0.240599999999986,25,0.0174000000000092,0.000696000000000367,1
"275",8551,8572,0.255899999999997,22,0.0125000000000028,0.000568181818181947,1
"276",8573,8590,0.242199999999997,18,0.0142000000000024,0.000788888888889024,1
"277",8591,8671,0.0430999999999955,81,0.0460000000000065,0.000567901234567981,1
"278",8672,8697,0.227899999999991,26,0.0213999999999999,0.000823076923076918,1
"279",8698,8728,0.320900000000009,31,0.0213999999999999,0.000690322580645157,1
"280",8729,8753,0.178699999999992,25,0.0187999999999988,0.000751999999999953,1
"281",8754,8785,0.237000000000009,32,0.0264999999999986,0.000828124999999957,1
"282",8786,8800,0.120800000000003,15,0.0134999999999934,0.00089999999999956,1
"283",8801,8825,0.274500000000003,25,0.0202000000000027,0.000808000000000106,1
"284",8826,8858,0.0424999999999898,33,0.0269000000000119,0.000815151515151876,1
"285",8859,8908,0.32589999999999,50,0.0352000000000032,0.000704000000000065,1
"286",8909,8931,0.120599999999996,23,0.0239000000000118,0.00103913043478312,1
"287",8932,8972,0.057699999999997,41,0.0370999999999952,0.000904878048780372,1
"288",8973,9003,0.433300000000003,31,0.0242999999999967,0.000783870967741828,1
"289",9004,9019,0.0293999999999954,16,0.0271000000000043,0.00169375000000027,1
"290",9020,9045,0.106499999999997,26,0.0238000000000085,0.000915384615384942,1
"291",9046,9086,0.244100000000003,41,0.0244,0.000595121951219512,1
"292",9087,9098,0.115600000000001,12,0.0121999999999929,0.00101666666666607,1
"293",9099,9176,0.366200000000006,78,0.0468999999999937,0.000601282051281971,1
